id_estudiante,edad,genero,ciudad_origen,departamento_origen,estrato,puntaje_saber11,preferencia_area,universidad_codigo,universidad_nombre,universidad_departamento,universidad_tipo,universidad_acreditada,ranking_nacional,modalidad_programa,convenio_internacional,beca_disponible,eligio_universidad,cluster
3519,21,0,0,0,2,214.4,2,1,3,2,0,1,2,2,1,0,1,0
3520,20,0,0,1,6,274.3,3,3,2,0,1,1,5,0,0,0,0,0
3522,22,1,2,3,1,266.2,4,0,1,2,1,1,1,2,0,1,0,0
3523,17,0,1,0,3,292.3,2,2,4,3,1,1,10,0,0,0,1,0
3524,18,0,4,4,5,283.9,4,1,3,2,0,1,2,0,1,1,1,0
3525,21,0,3,4,6,323.9,1,1,3,2,0,1,2,1,1,0,0,0
3526,24,0,1,0,6,244.2,1,4,0,1,0,0,30,2,0,0,0,0
3527,19,1,4,2,2,301.4,2,3,2,0,1,1,5,2,1,0,0,0
3528,24,0,4,4,4,316.8,3,3,2,0,1,1,5,0,1,1,1,0
3529,19,1,3,3,5,355.7,1,4,0,1,0,0,30,1,1,1,0,0
3530,17,1,4,3,3,285.5,0,3,2,0,1,1,5,0,1,0,0,0
3531,22,0,3,0,3,309.7,1,0,1,2,1,1,1,0,0,0,1,0
3533,20,0,4,2,3,245.9,4,3,2,0,1,1,5,1,0,1,0,0
3534,20,0,2,0,5,228.2,4,0,1,2,1,1,1,1,1,0,1,0
3535,24,1,1,4,4,325.3,2,2,4,3,1,1,10,0,1,0,1,0
3536,21,1,1,3,6,299.8,4,0,1,2,1,1,1,1,1,1,0,0
3537,24,0,1,1,3,335.4,0,2,4,3,1,1,10,2,1,0,1,0
3538,17,0,3,1,1,258.8,0,2,4,3,1,1,10,2,1,1,0,0
3539,19,0,4,1,4,315.6,2,1,3,2,0,1,2,2,1,1,1,0
3540,17,0,2,3,4,356.1,2,0,1,2,1,1,1,0,1,1,0,0
3541,19,1,2,3,5,312.6,1,3,2,0,1,1,5,0,0,0,0,0
3542,22,0,4,2,4,308.3,0,1,3,2,0,1,2,0,1,1,0,0
3544,23,1,2,2,3,300.3,0,4,0,1,0,0,30,2,1,1,1,0
3545,19,0,4,1,3,252.9,0,3,2,0,1,1,5,1,0,0,0,0
3546,20,1,0,3,3,340.7,4,0,1,2,1,1,1,0,1,0,1,0
3547,23,1,2,1,6,281.7,1,0,1,2,1,1,1,1,1,0,0,0
3548,17,1,1,4,4,315.1,4,3,2,0,1,1,5,2,0,1,1,0
3549,17,1,4,2,4,253.1,0,4,0,1,0,0,30,2,1,0,0,0
3550,18,1,4,4,2,264.6,1,2,4,3,1,1,10,0,0,1,1,0
3551,19,0,4,1,5,343.1,0,3,2,0,1,1,5,1,1,1,0,0
3552,18,1,4,4,4,289.6,2,1,3,2,0,1,2,0,0,0,1,0
3553,22,0,2,4,5,343.6,3,1,3,2,0,1,2,2,1,1,0,0
3555,18,0,4,0,6,297.7,0,2,4,3,1,1,10,2,0,0,0,0
3556,17,1,0,1,6,244.7,0,1,3,2,0,1,2,2,1,1,0,0
3557,17,0,1,0,4,326.8,0,2,4,3,1,1,10,1,1,0,0,0
3558,20,1,2,1,2,282.3,3,4,0,1,0,0,30,2,0,1,1,0
3559,21,0,4,1,1,321.0,0,1,3,2,0,1,2,2,0,0,1,0
3560,17,1,4,2,5,300.8,1,0,1,2,1,1,1,2,0,0,0,0
3561,23,0,4,1,3,253.7,3,1,3,2,0,1,2,1,0,1,1,0
3562,24,1,3,3,4,304.9,1,2,4,3,1,1,10,2,0,0,0,0
3563,23,0,2,2,3,365.9,2,3,2,0,1,1,5,1,1,1,1,0
3564,18,0,0,2,2,314.8,1,1,3,2,0,1,2,1,0,0,1,0
3566,17,0,3,0,4,298.3,1,0,1,2,1,1,1,2,1,1,1,0
3567,23,1,2,4,5,332.3,0,4,0,1,0,0,30,1,1,0,1,0
3568,24,1,1,1,6,306.3,2,4,0,1,0,0,30,2,0,1,1,0
3569,24,1,4,3,4,306.3,4,0,1,2,1,1,1,0,1,1,0,0
3570,24,0,3,2,1,267.3,0,2,4,3,1,1,10,1,0,0,0,0
3571,21,0,1,4,4,307.0,3,3,2,0,1,1,5,1,1,0,0,0
3572,25,0,0,1,5,331.1,0,4,0,1,0,0,30,1,1,1,0,0
3573,25,0,2,1,2,274.9,0,2,4,3,1,1,10,2,1,0,0,0
3574,17,0,1,0,3,342.7,4,3,2,0,1,1,5,0,0,1,1,0
3575,20,1,0,1,3,297.2,3,3,2,0,1,1,5,0,1,0,1,0
3577,21,1,2,4,1,273.4,1,0,1,2,1,1,1,2,1,0,1,0
3578,18,0,4,2,4,329.9,4,2,4,3,1,1,10,2,0,1,0,0
3579,20,0,2,2,6,291.4,2,1,3,2,0,1,2,1,1,1,0,0
3580,25,1,3,1,6,322.8,2,0,1,2,1,1,1,0,1,1,1,0
3581,21,0,2,0,3,291.2,2,0,1,2,1,1,1,2,1,1,0,0
3582,20,0,3,1,6,298.2,2,2,4,3,1,1,10,0,1,1,1,0
3583,17,0,1,1,5,314.8,1,0,1,2,1,1,1,0,1,1,1,0
3584,18,1,0,1,3,308.7,1,2,4,3,1,1,10,1,1,0,0,0
3585,17,1,4,3,3,240.1,1,4,0,1,0,0,30,1,0,1,0,0
3586,24,0,0,4,2,266.4,2,4,0,1,0,0,30,2,0,1,0,0
3588,22,1,2,1,1,327.9,4,0,1,2,1,1,1,1,1,1,1,0
3589,21,0,0,1,3,296.0,4,3,2,0,1,1,5,0,0,0,1,0
3590,19,0,1,3,5,284.3,0,0,1,2,1,1,1,2,1,0,1,0
3591,21,1,3,1,1,259.2,4,0,1,2,1,1,1,1,0,0,1,0
3592,19,0,2,4,1,267.6,0,3,2,0,1,1,5,0,1,0,0,0
3593,20,0,4,3,6,239.3,2,4,0,1,0,0,30,0,1,0,0,0
3594,22,0,0,1,2,297.0,3,0,1,2,1,1,1,0,0,1,1,0
3595,22,1,3,4,6,282.0,4,0,1,2,1,1,1,2,0,1,0,0
3596,20,1,0,0,1,271.0,0,2,4,3,1,1,10,0,1,1,0,0
3597,20,0,3,2,2,298.0,4,2,4,3,1,1,10,0,1,1,0,0
3599,22,0,3,3,3,310.9,0,4,0,1,0,0,30,0,1,0,0,0
3600,23,0,4,0,2,362.8,3,3,2,0,1,1,5,1,1,0,1,0
3601,25,1,2,1,5,254.6,3,2,4,3,1,1,10,1,1,0,0,0
3602,24,1,0,4,6,334.8,4,2,4,3,1,1,10,2,0,0,1,0
3603,25,1,4,0,4,329.2,1,4,0,1,0,0,30,0,1,1,1,0
3604,24,0,1,2,4,276.6,3,1,3,2,0,1,2,1,1,1,0,0
3605,21,1,4,1,2,306.1,3,2,4,3,1,1,10,1,0,0,1,0
3606,18,1,0,3,4,286.3,4,2,4,3,1,1,10,0,0,0,0,0
3607,25,1,3,4,5,305.6,4,0,1,2,1,1,1,1,1,0,1,0
3608,24,0,4,0,4,345.3,2,4,0,1,0,0,30,2,0,0,1,0
3610,19,1,1,3,2,318.2,1,0,1,2,1,1,1,0,1,0,1,0
3611,18,1,2,2,4,315.3,4,2,4,3,1,1,10,2,0,0,0,0
3612,20,0,4,2,5,287.1,3,0,1,2,1,1,1,0,1,0,0,0
3613,19,1,0,4,6,255.5,0,3,2,0,1,1,5,0,0,1,1,0
3614,24,1,1,4,3,293.7,1,0,1,2,1,1,1,0,0,1,0,0
3615,23,1,4,2,6,336.2,1,1,3,2,0,1,2,1,0,0,0,0
3616,19,1,2,3,3,254.2,4,4,0,1,0,0,30,1,0,1,0,0
3617,18,0,2,4,5,268.3,3,0,1,2,1,1,1,1,1,1,0,0
3618,25,0,2,3,1,303.8,0,3,2,0,1,1,5,1,0,0,1,0
3619,20,1,0,1,3,270.5,4,2,4,3,1,1,10,1,0,0,1,0
3621,25,1,4,4,2,276.2,3,3,2,0,1,1,5,0,0,1,1,0
3622,22,0,2,0,1,287.3,0,1,3,2,0,1,2,0,1,0,0,0
3623,21,0,3,3,5,259.0,3,0,1,2,1,1,1,1,1,1,0,0
3624,24,0,0,2,1,270.8,1,1,3,2,0,1,2,1,1,1,0,0
3625,18,0,2,2,2,321.1,3,0,1,2,1,1,1,0,0,1,1,0
3626,22,1,1,3,3,260.8,4,0,1,2,1,1,1,1,0,1,0,0
3627,21,1,0,0,2,252.1,4,4,0,1,0,0,30,1,1,0,1,0
3628,17,0,3,2,2,281.1,0,3,2,0,1,1,5,2,1,1,1,0
3629,20,0,3,4,1,322.0,2,0,1,2,1,1,1,2,1,1,1,0
3630,17,1,1,3,6,294.1,4,4,0,1,0,0,30,1,1,1,0,0
3632,23,1,3,1,3,286.1,2,4,0,1,0,0,30,1,1,1,0,0
3633,21,0,1,3,4,301.3,4,3,2,0,1,1,5,1,1,0,1,0
3634,20,0,1,2,6,247.6,4,3,2,0,1,1,5,1,0,0,1,0
3635,21,0,0,2,4,314.8,3,1,3,2,0,1,2,1,0,0,1,0
3636,20,1,3,2,1,311.5,2,1,3,2,0,1,2,2,0,1,1,0
3637,24,0,1,4,2,287.7,2,3,2,0,1,1,5,1,0,1,1,0
3638,20,1,2,2,6,330.2,1,4,0,1,0,0,30,0,1,0,0,0
3639,20,1,2,2,2,266.2,1,3,2,0,1,1,5,0,0,0,0,0
3640,18,0,3,1,1,333.8,3,4,0,1,0,0,30,0,0,1,0,0
3641,18,0,0,0,1,304.6,1,2,4,3,1,1,10,1,1,0,1,0
3643,25,0,0,0,2,289.9,2,0,1,2,1,1,1,0,1,0,0,0
3644,19,1,3,2,1,299.4,0,0,1,2,1,1,1,0,1,1,1,0
3645,18,0,4,2,3,296.8,1,3,2,0,1,1,5,1,0,1,1,0
3646,24,0,1,0,1,336.6,1,2,4,3,1,1,10,0,0,1,0,0
3647,20,0,4,1,4,267.7,4,0,1,2,1,1,1,0,0,1,0,0
3648,18,1,3,1,1,277.1,2,1,3,2,0,1,2,1,0,1,0,0
3649,21,0,3,1,3,331.1,2,1,3,2,0,1,2,2,1,0,1,0
3650,21,0,2,0,4,282.1,4,4,0,1,0,0,30,2,0,0,1,0
3651,23,0,4,1,5,327.0,4,0,1,2,1,1,1,1,1,1,1,0
3652,21,1,0,2,4,351.0,1,2,4,3,1,1,10,2,1,1,1,0
3654,17,1,4,1,1,287.9,2,4,0,1,0,0,30,0,0,1,0,0
3655,24,0,1,1,1,320.4,1,3,2,0,1,1,5,1,1,1,1,0
3656,22,0,3,2,1,265.4,2,3,2,0,1,1,5,1,1,1,1,0
3657,19,1,2,0,6,322.6,1,2,4,3,1,1,10,1,0,0,1,0
3658,23,1,0,3,4,306.0,3,0,1,2,1,1,1,2,1,0,1,0
3659,24,1,2,4,5,314.2,0,2,4,3,1,1,10,2,1,1,1,0
3660,23,0,0,2,6,280.6,3,4,0,1,0,0,30,2,1,1,1,0
3661,24,0,4,1,4,250.2,2,0,1,2,1,1,1,2,0,0,0,0
3662,22,1,1,0,2,315.1,0,3,2,0,1,1,5,2,1,1,0,0
3663,17,1,2,1,5,238.1,2,4,0,1,0,0,30,0,1,1,0,0
3665,21,1,2,4,2,290.5,2,0,1,2,1,1,1,0,0,0,1,0
3666,22,1,2,2,2,328.2,4,2,4,3,1,1,10,1,1,1,0,0
3667,22,1,1,1,2,305.8,0,2,4,3,1,1,10,0,0,1,1,0
3668,25,0,1,2,1,358.5,3,1,3,2,0,1,2,0,0,1,1,0
3669,17,0,1,1,4,330.8,3,3,2,0,1,1,5,2,1,1,1,0
3670,21,0,4,2,4,280.4,1,4,0,1,0,0,30,1,0,0,0,0
3671,23,0,3,3,1,300.8,0,4,0,1,0,0,30,2,0,1,0,0
3672,24,0,2,0,1,298.6,2,1,3,2,0,1,2,0,0,0,0,0
3673,20,1,0,4,2,252.5,4,4,0,1,0,0,30,0,1,0,0,0
3674,17,0,0,1,2,271.8,4,2,4,3,1,1,10,2,0,1,1,0
3676,17,0,0,3,3,283.2,2,0,1,2,1,1,1,1,1,1,1,0
3677,23,1,4,2,5,238.9,1,1,3,2,0,1,2,0,1,0,1,0
3678,23,1,0,0,1,301.4,4,3,2,0,1,1,5,1,1,0,1,0
3679,18,0,3,0,2,292.5,3,3,2,0,1,1,5,0,1,1,1,0
3680,25,1,0,2,3,249.8,3,1,3,2,0,1,2,0,1,0,0,0
3681,17,0,3,0,6,312.1,1,0,1,2,1,1,1,2,0,0,1,0
3682,21,0,4,1,4,321.5,2,4,0,1,0,0,30,1,0,0,1,0
3683,19,0,0,4,2,306.8,1,3,2,0,1,1,5,1,0,1,0,0
3684,17,1,4,3,1,290.3,4,0,1,2,1,1,1,0,0,0,1,0
3685,23,1,2,3,5,317.7,1,3,2,0,1,1,5,0,1,1,0,0
3687,21,0,3,3,1,320.4,4,2,4,3,1,1,10,0,1,1,0,0
3688,17,0,3,1,1,309.2,2,3,2,0,1,1,5,2,1,1,0,0
3689,20,0,3,4,3,275.3,3,0,1,2,1,1,1,0,1,1,1,0
3690,20,1,2,4,6,308.3,2,4,0,1,0,0,30,1,0,0,1,0
3691,24,0,4,3,1,335.9,1,4,0,1,0,0,30,0,1,1,0,0
3692,20,1,0,4,2,282.1,0,3,2,0,1,1,5,0,1,0,1,0
3693,22,0,3,3,6,362.9,0,3,2,0,1,1,5,0,1,1,1,0
3694,18,1,0,1,6,284.2,3,2,4,3,1,1,10,0,1,1,1,0
3695,18,0,2,1,1,301.0,4,3,2,0,1,1,5,0,0,1,0,0
3696,24,1,0,0,2,279.8,2,0,1,2,1,1,1,0,1,0,1,0
3698,23,0,2,2,3,306.7,4,0,1,2,1,1,1,0,1,1,1,0
3699,25,0,2,4,5,247.7,1,4,0,1,0,0,30,0,1,1,1,0
3700,21,0,2,0,2,283.6,0,4,0,1,0,0,30,1,1,0,1,0
3701,20,1,1,1,3,267.2,0,4,0,1,0,0,30,1,1,0,1,0
3702,23,1,3,2,5,304.1,3,2,4,3,1,1,10,2,0,1,0,0
3703,23,0,1,2,5,329.8,0,3,2,0,1,1,5,1,0,1,0,0
3704,24,1,3,2,2,319.4,2,0,1,2,1,1,1,0,1,1,0,0
3705,23,1,3,1,2,228.9,2,3,2,0,1,1,5,2,0,0,0,0
3706,23,1,0,4,4,361.3,1,0,1,2,1,1,1,1,0,1,0,0
3707,23,0,0,0,6,308.9,0,0,1,2,1,1,1,1,1,0,1,0
3709,23,1,3,1,5,276.7,4,3,2,0,1,1,5,0,0,0,0,0
3710,22,0,0,1,1,304.7,2,3,2,0,1,1,5,0,0,0,1,0
3711,22,1,0,2,3,305.3,0,4,0,1,0,0,30,0,1,1,0,0
3712,17,0,3,0,3,280.0,4,3,2,0,1,1,5,2,0,1,0,0
3713,17,1,1,1,1,305.9,1,2,4,3,1,1,10,1,1,0,0,0
3714,17,1,0,1,3,281.8,1,4,0,1,0,0,30,0,1,1,1,0
3715,21,1,0,0,5,287.9,4,1,3,2,0,1,2,2,1,1,1,0
3716,22,0,1,2,4,279.4,0,1,3,2,0,1,2,0,0,1,0,0
3717,25,1,2,4,5,257.0,3,0,1,2,1,1,1,0,1,0,0,0
3718,24,0,2,0,2,304.4,3,1,3,2,0,1,2,0,1,0,1,0
3720,22,0,4,1,1,317.6,2,2,4,3,1,1,10,1,0,0,0,0
3721,17,0,1,0,4,315.4,0,4,0,1,0,0,30,1,0,1,1,0
3722,18,1,2,1,3,324.6,4,0,1,2,1,1,1,2,1,0,0,0
3723,18,0,3,2,6,309.7,3,0,1,2,1,1,1,2,0,0,0,0
3724,22,0,2,1,4,284.0,2,3,2,0,1,1,5,1,1,1,0,0
3725,24,0,0,0,1,325.2,4,4,0,1,0,0,30,2,0,1,0,0
3726,21,1,0,2,4,259.3,0,2,4,3,1,1,10,1,0,0,1,0
3727,23,0,1,3,2,273.0,2,1,3,2,0,1,2,0,1,1,0,0
3728,21,1,3,1,4,271.1,2,4,0,1,0,0,30,2,1,1,1,0
3729,19,0,1,3,5,332.4,2,2,4,3,1,1,10,2,1,0,1,0
3731,17,0,4,4,5,328.3,4,3,2,0,1,1,5,1,1,1,1,0
3732,24,1,1,1,1,314.6,2,1,3,2,0,1,2,1,1,0,0,0
3733,17,0,3,1,4,332.2,4,2,4,3,1,1,10,2,0,0,1,0
3734,18,1,4,2,5,273.6,3,3,2,0,1,1,5,1,1,0,0,0
3735,22,1,3,4,4,310.5,1,3,2,0,1,1,5,2,0,0,0,0
3736,23,0,4,0,4,296.2,1,4,0,1,0,0,30,2,0,1,1,0
3737,22,0,1,4,1,325.4,0,4,0,1,0,0,30,1,0,1,0,0
3738,23,0,1,4,2,296.5,1,2,4,3,1,1,10,0,0,1,0,0
3739,17,0,2,1,4,288.5,0,3,2,0,1,1,5,2,1,0,0,0
3740,22,1,2,0,1,316.2,0,4,0,1,0,0,30,2,1,1,1,0
3742,24,1,0,4,3,326.3,2,2,4,3,1,1,10,2,0,0,1,0
3743,18,1,2,0,3,279.9,1,2,4,3,1,1,10,2,0,1,0,0
3744,24,0,1,3,6,298.2,2,3,2,0,1,1,5,1,1,0,1,0
3745,24,1,2,2,1,268.2,3,4,0,1,0,0,30,2,1,0,1,0
3746,25,0,0,1,4,225.1,3,2,4,3,1,1,10,0,1,1,0,0
3747,19,0,0,1,3,306.0,4,3,2,0,1,1,5,1,0,1,1,0
3748,24,1,2,1,6,318.3,3,2,4,3,1,1,10,2,1,1,0,0
3749,18,0,3,4,4,307.9,0,3,2,0,1,1,5,0,0,0,0,0
3750,19,0,3,0,5,241.5,3,1,3,2,0,1,2,1,0,1,1,0
3751,22,0,2,1,1,289.5,1,2,4,3,1,1,10,0,0,0,0,0
3753,20,0,2,0,3,233.4,2,0,1,2,1,1,1,1,0,0,0,0
3754,17,1,1,4,2,341.1,1,0,1,2,1,1,1,1,1,0,1,0
3755,17,0,3,1,5,267.4,3,2,4,3,1,1,10,1,0,1,1,0
3756,23,1,1,2,3,337.7,1,0,1,2,1,1,1,0,1,0,0,0
3757,17,0,1,0,2,328.4,4,1,3,2,0,1,2,1,0,0,0,0
3758,23,0,1,4,5,273.0,4,2,4,3,1,1,10,0,0,0,0,0
3759,20,0,0,3,6,266.0,4,3,2,0,1,1,5,0,0,1,1,0
3760,24,0,0,2,1,310.5,2,1,3,2,0,1,2,1,0,0,0,0
3761,21,1,1,4,5,274.7,3,1,3,2,0,1,2,0,1,0,0,0
3762,23,0,3,4,3,303.1,4,4,0,1,0,0,30,1,0,0,1,0
3764,18,1,1,4,3,285.5,2,3,2,0,1,1,5,0,0,0,0,0
3765,21,1,1,3,4,246.6,1,3,2,0,1,1,5,0,1,1,0,0
3766,20,0,4,4,5,233.1,4,4,0,1,0,0,30,1,0,0,0,0
3767,25,1,3,3,2,306.8,3,3,2,0,1,1,5,0,0,0,0,0
3768,24,0,2,2,3,283.2,2,3,2,0,1,1,5,1,0,1,1,0
3769,22,0,4,1,3,283.4,2,0,1,2,1,1,1,0,0,1,1,0
3770,23,1,1,3,2,320.9,0,0,1,2,1,1,1,1,0,0,1,0
3771,20,1,3,2,4,335.2,4,4,0,1,0,0,30,1,0,0,0,0
3772,21,1,2,2,3,291.8,4,4,0,1,0,0,30,2,0,0,0,0
3773,20,1,2,0,6,289.8,0,2,4,3,1,1,10,1,1,1,1,0
3775,20,1,1,4,5,315.0,3,3,2,0,1,1,5,2,0,1,0,0
3776,17,0,4,0,2,259.3,1,1,3,2,0,1,2,0,0,1,1,0
3777,22,0,4,1,2,306.7,0,3,2,0,1,1,5,0,1,0,0,0
3778,17,0,1,3,5,316.6,4,1,3,2,0,1,2,1,0,0,1,0
3779,22,0,3,3,5,320.4,0,3,2,0,1,1,5,2,1,1,1,0
3780,25,0,4,3,4,241.9,3,4,0,1,0,0,30,0,0,1,1,0
3781,22,0,3,0,6,277.2,1,3,2,0,1,1,5,0,0,1,0,0
3782,25,0,4,3,1,273.7,1,3,2,0,1,1,5,1,0,1,1,0
3783,24,0,3,2,1,303.0,4,2,4,3,1,1,10,0,0,1,1,0
3784,17,0,4,3,5,314.4,2,3,2,0,1,1,5,1,0,0,1,0
3786,21,0,4,2,4,344.9,3,3,2,0,1,1,5,1,0,1,1,0
3787,18,1,3,2,6,285.2,3,1,3,2,0,1,2,1,1,0,1,0
3788,19,0,1,1,4,285.1,1,3,2,0,1,1,5,1,0,1,0,0
3789,20,0,3,1,3,334.5,3,3,2,0,1,1,5,2,0,1,0,0
3790,18,1,1,2,3,308.9,0,3,2,0,1,1,5,1,1,1,1,0
3791,22,1,2,2,1,338.0,4,3,2,0,1,1,5,0,1,1,1,0
3792,20,1,2,1,3,308.7,1,3,2,0,1,1,5,1,1,0,0,0
3793,24,1,3,4,2,265.3,3,2,4,3,1,1,10,0,0,1,0,0
3794,17,0,1,1,6,260.0,1,3,2,0,1,1,5,2,1,0,1,0
3795,25,1,1,0,4,253.5,1,3,2,0,1,1,5,0,1,1,0,0
3797,17,0,0,3,1,319.9,1,4,0,1,0,0,30,1,1,1,1,0
3798,23,0,0,1,6,335.7,3,0,1,2,1,1,1,1,0,0,0,0
3799,17,1,3,1,6,355.5,2,4,0,1,0,0,30,2,0,0,0,0
3800,17,1,0,3,6,325.3,1,2,4,3,1,1,10,0,0,0,1,0
3801,17,1,4,0,6,334.9,4,4,0,1,0,0,30,2,1,0,1,0
3802,17,0,1,2,3,282.6,2,1,3,2,0,1,2,1,1,1,1,0
3803,24,0,3,3,4,265.3,2,1,3,2,0,1,2,2,0,0,0,0
3804,22,1,1,1,6,325.5,4,2,4,3,1,1,10,1,1,0,1,0
3805,18,0,3,1,1,312.5,0,1,3,2,0,1,2,1,1,0,1,0
3806,25,0,1,2,1,303.2,2,1,3,2,0,1,2,0,1,1,1,0
3808,17,0,4,1,5,311.6,2,2,4,3,1,1,10,1,0,0,1,0
3809,23,1,1,3,1,309.7,1,1,3,2,0,1,2,1,1,1,1,0
3810,18,0,3,1,4,338.5,2,3,2,0,1,1,5,2,0,1,1,0
3811,24,1,0,3,6,338.8,3,1,3,2,0,1,2,2,0,1,1,0
3812,18,0,0,4,6,316.3,1,4,0,1,0,0,30,2,0,0,0,0
3813,21,1,4,4,3,325.4,4,4,0,1,0,0,30,2,0,0,0,0
3814,22,1,0,1,4,315.4,1,3,2,0,1,1,5,2,1,0,1,0
3815,18,0,1,3,6,286.2,1,1,3,2,0,1,2,1,0,1,1,0
3816,23,1,3,4,6,322.7,2,0,1,2,1,1,1,2,1,1,1,0
3817,18,1,4,3,4,258.2,2,2,4,3,1,1,10,2,0,1,0,0
3819,19,1,0,4,2,331.6,3,1,3,2,0,1,2,0,1,0,0,0
3820,20,1,2,3,6,264.2,1,2,4,3,1,1,10,0,1,0,1,0
3821,21,1,0,4,1,308.6,2,2,4,3,1,1,10,0,0,1,1,0
3822,21,0,3,0,5,274.6,1,3,2,0,1,1,5,1,0,0,1,0
3823,18,0,4,4,6,316.6,1,0,1,2,1,1,1,2,1,0,1,0
3824,20,1,0,3,4,299.0,2,4,0,1,0,0,30,2,1,0,1,0
3825,22,1,0,4,5,252.2,0,2,4,3,1,1,10,2,1,1,1,0
3826,23,1,0,1,3,312.6,0,4,0,1,0,0,30,2,1,0,1,0
3827,19,0,0,1,1,282.7,0,1,3,2,0,1,2,1,1,0,1,0
3828,21,0,0,1,1,326.4,0,2,4,3,1,1,10,2,0,1,0,0
3830,25,0,1,1,2,300.0,0,1,3,2,0,1,2,2,1,0,0,0
3831,20,0,3,3,4,311.9,1,0,1,2,1,1,1,2,0,1,1,0
3832,17,1,4,1,3,271.3,3,2,4,3,1,1,10,0,0,0,0,0
3833,23,0,2,1,6,282.3,1,2,4,3,1,1,10,0,0,1,0,0
3834,24,0,1,1,2,286.2,3,0,1,2,1,1,1,0,1,1,1,0
3835,19,0,4,4,3,325.7,0,1,3,2,0,1,2,0,0,0,1,0
3836,22,1,4,2,5,350.3,3,4,0,1,0,0,30,1,0,0,1,0
3837,21,1,1,3,6,275.8,1,3,2,0,1,1,5,2,1,0,1,0
3838,18,1,2,3,6,332.3,1,0,1,2,1,1,1,1,1,0,1,0
3839,18,1,0,1,5,234.9,0,2,4,3,1,1,10,2,1,0,1,0
3841,25,0,3,3,4,264.2,2,1,3,2,0,1,2,2,1,1,0,0
3842,24,0,1,3,1,271.2,2,4,0,1,0,0,30,0,1,0,0,0
3843,23,0,1,3,1,259.4,4,1,3,2,0,1,2,0,0,1,1,0
3844,20,0,0,0,5,252.5,3,2,4,3,1,1,10,0,0,0,1,0
3845,19,1,3,4,4,312.4,0,1,3,2,0,1,2,0,0,0,0,0
3846,25,1,4,3,4,293.6,3,2,4,3,1,1,10,1,1,0,1,0
3847,17,1,4,4,5,311.4,3,0,1,2,1,1,1,0,0,1,1,0
3848,19,1,1,4,2,320.7,0,4,0,1,0,0,30,0,1,0,0,0
3849,19,1,2,1,1,308.0,1,3,2,0,1,1,5,1,0,1,1,0
3850,22,1,2,3,2,319.7,2,3,2,0,1,1,5,1,1,0,1,0
3852,19,0,3,3,1,297.9,1,3,2,0,1,1,5,0,0,1,1,0
3853,23,1,2,3,3,264.4,2,1,3,2,0,1,2,0,0,1,1,0
3854,17,1,3,4,5,331.7,0,2,4,3,1,1,10,2,0,0,1,0
3855,25,1,4,1,5,282.3,1,2,4,3,1,1,10,0,1,0,1,0
3856,22,0,2,1,5,271.9,3,4,0,1,0,0,30,1,0,0,1,0
3857,18,0,2,3,1,294.7,0,1,3,2,0,1,2,0,1,1,0,0
3858,19,1,3,1,3,272.6,1,4,0,1,0,0,30,1,1,0,0,0
3859,24,1,2,0,3,287.5,3,2,4,3,1,1,10,2,0,1,1,0
3860,17,1,2,4,3,310.3,2,4,0,1,0,0,30,0,0,0,0,0
3861,24,1,1,2,5,310.5,2,1,3,2,0,1,2,0,1,0,1,0
3863,21,1,4,1,4,273.1,0,2,4,3,1,1,10,1,0,1,0,0
3864,22,0,2,2,6,285.4,2,1,3,2,0,1,2,0,0,1,0,0
3865,22,1,3,4,5,332.2,3,3,2,0,1,1,5,0,0,1,1,0
3866,24,1,1,4,3,314.9,2,1,3,2,0,1,2,0,0,1,0,0
3867,19,0,4,1,5,362.3,1,0,1,2,1,1,1,0,1,1,0,0
3868,25,0,0,0,3,335.4,4,4,0,1,0,0,30,2,0,0,0,0
3869,19,1,2,2,2,334.3,2,3,2,0,1,1,5,1,1,1,0,0
3870,24,0,1,3,6,258.4,4,0,1,2,1,1,1,0,1,0,0,0
3871,17,0,2,1,2,322.9,4,2,4,3,1,1,10,1,0,1,1,0
3872,25,0,0,0,2,298.4,0,3,2,0,1,1,5,1,0,0,1,0
3874,25,0,2,0,6,283.5,4,2,4,3,1,1,10,2,0,0,0,0
3875,25,0,2,4,3,305.0,1,4,0,1,0,0,30,1,0,0,0,0
3876,17,1,3,0,5,328.4,4,2,4,3,1,1,10,2,0,1,1,0
3877,20,0,0,3,4,315.0,2,2,4,3,1,1,10,0,0,0,1,0
3878,17,0,1,0,5,273.6,2,1,3,2,0,1,2,2,0,0,0,0
3879,24,1,0,3,3,322.3,4,0,1,2,1,1,1,0,0,0,1,0
3880,18,1,2,1,1,280.9,0,0,1,2,1,1,1,0,0,1,0,0
3881,25,1,3,4,3,306.5,4,4,0,1,0,0,30,2,1,0,1,0
3882,18,1,1,1,1,290.9,1,2,4,3,1,1,10,0,0,0,1,0
3883,25,1,2,3,3,293.4,3,3,2,0,1,1,5,1,0,0,0,0
3885,23,0,0,0,2,323.0,2,4,0,1,0,0,30,2,1,1,1,0
3886,18,0,1,3,4,268.8,0,2,4,3,1,1,10,2,0,1,0,0
3887,25,0,3,2,4,358.4,0,3,2,0,1,1,5,2,0,0,1,0
3888,17,0,3,2,2,245.4,1,2,4,3,1,1,10,0,1,1,1,0
3889,17,1,2,0,1,282.1,1,3,2,0,1,1,5,2,0,0,0,0
3890,22,1,3,1,3,311.1,1,4,0,1,0,0,30,0,1,0,0,0
